id,text,author
id08286,"They are right in this much that their own ingenuity is a faithful representative of that of the mass; but when the cunning of the individual felon is diverse in character from their own, the felon foils them, of course.",EAP
id21286,Are there other rudimental thinking beings than man?,EAP
id12852,"Into the lands of civilisation came Nyarlathotep, swarthy, slender, and sinister, always buying strange instruments of glass and metal and combining them into instruments yet stranger.",HPL
id01457,"So the youth answered: ""I am Iranon, and come from Aira, a far city that I recall only dimly but seek to find again.",HPL
id00541,"People generally suspected him of knowing something about his mother's disappearance, and very few ever approached his neighbourhood now.",HPL
id00851,The column seemed very thin indeed as it plodded dreamily into the gulf.,HPL
id26032,"I sympathized with and partly understood them, but I was unformed in mind; I was dependent on none and related to none.",MWS
id22084,"The manipulations of Pompey had made, I must confess, a very striking difference in the appearance of the personal man.",EAP
id22887,"At about midnight Raymond and I took leave of my sister, to return to town.",MWS
id22209,"If I survive, and she be lost, I were far better dead.",MWS
id05067,"This aroused the stranger's attention, and he asked a multitude of questions concerning the route which the demon, as he called him, had pursued.",MWS
id15651,"Present her with a mirror, in which she may know herself; and, when she is an adept in that necessary but difficult science, she will wonder at her present mistake, and hasten to restore to me, what is by right mine, her forgiveness, her kind thoughts, her love.""",MWS
id07737,"Greece prepared for a vigorous resistance; it rose to a man; and the women, sacrificing their costly ornaments, accoutred their sons for the war, and bade them conquer or die with the spirit of the Spartan mother.",MWS
id04144,"In the meantime, we had been swept astern of the ship, and being quite out of her lee, were at the mercy of the tremendous sea which was still running.",EAP
id04611,"I was exceedingly surprised on receiving so rude an answer from a stranger, and I was also disconcerted on perceiving the frowning and angry countenances of his companions.",MWS
id16984,"This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.",MWS
id21419,It had no peculiar it had no settled predominant expression to be fastened upon the memory; a countenance seen and instantly forgotten but forgotten with a vague and never ceasing desire of recalling it to mind.,EAP
id10266,"After much suffering she died, or was supposed to die.",EAP
id25999,"""The winter advanced, and an entire revolution of the seasons had taken place since I awoke into life.",MWS
id08328,"Notes on Same, Prof. Webb's Acct.""",HPL
id14112,Yet I am certainly unjust.,MWS
id16753,"what do you mean?"" ""Why, massa, I mean de bug dare now.""",EAP
id27818,"His enthusiasm for good which did not exist; his contempt for the sacredness of authority; his ardour and imprudence were all at the antipodes of the usual routine of life; the worldly feared him; the young and inexperienced did not understand the lofty severity of his moral views, and disliked him as a being different from themselves.",MWS
id27830,"I saw clearly the doom which had been prepared for me, and congratulated myself upon the timely accident by which I had escaped.",EAP
id04136,"Apparently it was a point somewhere between Hydra and Argo Navis, and he knew that he had been urged toward it ever since he had awaked soon after dawn.",HPL
id13268,"I knew we must have passed down through the mountain and beneath the earth of Kingsport itself, and I shivered that a town should be so aged and maggoty with subterraneous evil.",HPL
id07525,"The air of death and desertion was ghoulish, and the smell of fish almost insufferable; but I was resolved to let nothing deter me.",HPL
id09471,"Well, go on My wife, Mrs. Trotter, will give you the five dollars I left instructions with her to that effect.",EAP
id15418,"Cast away the hearts of tigers that burn in your breasts; throw down those tools of cruelty and hate; in this pause of exterminating destiny, let each man be brother, guardian, and stay to the other.",MWS
id26781,Leaves the Square front of Hammond's Drug Store at a.m. and p.m. unless they've changed lately.,HPL
id10921,"One of a large herd of unkempt Mexicans attracted thither from the neighbouring country, he at first commanded attention only because of his features; which though plainly of the Red Indian type, were yet remarkable for their light colour and refined conformation, being vastly unlike those of the average ""Greaser"" or Piute of the locality.",HPL
id15034,"If a false move be made by his antagonist, he raps briskly on the box with the fingers of his right hand, shakes his head roughly, and replacing the piece falsely moved, in its former situation, assumes the next move himself.",EAP
id23460,"He is eloquent and persuasive, and once his words had even power over my heart; but trust him not.",MWS
id23436,"We had lived so long in the vicinity of Eton, that its population of young folks was well known to us.",MWS
id26495,"It had a complete flush deck, with only a small hatch near the bow, and this hatch it had always been our custom to batten down when about to cross the Ström, by way of precaution against the chopping seas.",EAP
id05625,"It had been rather presumptuous of him to open the unlocked door after knocking had failed to rouse a response, but he had needed the help very badly and thought that his host would not mind a gentle prodding awake.",HPL
id10367,"My promise fulfilled, the monster would depart forever.",MWS
id17763,It were madness to calculate upon another winter.,MWS
id24872,"The arms, the bosom, and even the ends of the radiant hair melted imperceptibly into the vague yet deep shadow which formed the back ground of the whole.",EAP
id15886,"The old woman had been dragging the youth, while around the feet of the negro a tame rat was rubbing and weaving in the brown mud.",HPL
id22095,"In the most enchanting of natural landscapes, there will always be found a defect or an excess many excesses and defects.",EAP
id19806,"""But that Kidd's accumulations were immense, is well known.",EAP
id10879,"The houses were tall, peaked roofed, incredibly old, and crazily leaning backward, forward, and sidewise.",HPL
id05045,"It was when the streets were full of people, when she went out....",EAP
id09368,"During the five years we had spent together, a knot of happy human beings at Windsor Castle, her blissful lot had been the frequent theme of my sister's conversation.",MWS
id25733,When I had entered the room I had shut the door behind me.,HPL
id04392,"On the carpet they were very indistinct, but a piece of open flooring intervened between the carpet's edge and the base board.",HPL
id08600,"He was then seemingly dead; but he sat nearly erect within his coffin, the lid of which, in his furious struggles, he had partially uplifted.",EAP
id24716,"From the swarming streets to the banks of the river, there descended innumerable flights of steps leading to bathing places, while the river itself seemed to force a passage with difficulty through the vast fleets of deeply burthened ships that far and wide encountered its surface.",EAP
id24160,"I cannot better describe the sensation which oppressed me than by saying that I could with difficulty shake off the belief of my having been acquainted with the being who stood before me, at some epoch very long ago some point of the past even infinitely remote.",EAP
id12535,"He grasped my hand affectionately: ""Thank you,"" he said, ""you have relieved me from a painful dilemma, and are, as you ever were, the best of my friends.",MWS
id25547,"Such was the power of man over the elements; a power long sought, and lately won; yet foretold in by gone time by the prince of poets, whose verses I quoted much to the astonishment of my pilot, when I told him how many hundred years ago they had been written: Oh human wit, thou can'st invent much ill, Thou searchest strange arts: who would think by skill, An heavy man like a light bird should stray, And through the empty heavens find a way?",MWS
id16802,"Charter Street, it turned out to be, but I was too flustered to notice just where we hit it.",HPL
id09777,"I approached the shore, my father held the boat, I leapt lightly out, and in a moment was in his arms.",MWS
id15444,"The possession of these treasures gave me extreme delight; I now continually studied and exercised my mind upon these histories, whilst my friends were employed in their ordinary occupations.",MWS
id23724,"My life, as it passed thus, was indeed hateful to me, and it was during sleep alone that I could taste joy.",MWS
id14611,"I dread the events of the future, not in themselves, but in their results.",EAP
id02914,"The matter of the presumably weak heart, which to my mind imperiled the success of our experiment, did not appear to trouble West extensively.",HPL
id13094,"The picture then presented itself to her in such glowing colours, that she feared the reverse, and a life of magnificence and power in London; where Raymond would no longer be hers only, nor she the sole source of happiness to him.",MWS
id10013,Concerning the picture she could give no account.,MWS
id17411,"Upon retiring, he had had an unprecedented dream of great Cyclopean cities of titan blocks and sky flung monoliths, all dripping with green ooze and sinister with latent horror.",HPL
id17639,"In a dream Kuranes saw the city in the valley, and the sea coast beyond, and the snowy peak overlooking the sea, and the gaily painted galleys that sail out of the harbour toward the distant regions where the sea meets the sky.",HPL
id04541,"At length he arose, took a candle from the table, and proceeded to seat himself upon a sea chest in the farthest corner of the room.",EAP
id05850,"The fragmentary descriptions of these things were bald and prosaic, but they hinted to me an undercurrent of persistent strangeness.",HPL
id03237,"An' all the whiles he never see a thing, only them trees an' bushes a bendin'.",HPL
id06423,"The night waned; and still, with a bosom full of bitter thoughts of the one only and supremely beloved, I remained gazing upon the body of Rowena.",EAP
id02331,"And the queer part was, that Pickman got none of his power from the use of selectiveness or bizarrerie.",HPL
id12762,"The fires must be lit, and the dancers must be starting in.",HPL
id14211,"The great house was very still, for I had not gone up till after midnight.",HPL
id12685,"And because our reason violently deters us from the brink, therefore do we the most impetuously approach it.",EAP
id03947,"We stood at the door looking on this strange scene, till the dog perceiving us barked loudly; the child turned and saw us: her face.",MWS
id13894,"And what damnable expressiveness Pickman sometimes gave the sightless faces of this charnel booty Occasionally the things were shewn leaping through open windows at night, or squatting on the chests of sleepers, worrying at their throats.",HPL
id26664,"To promenade, as usual, and large customer brought fat man..................................................... AUG. .",EAP
id20547,"His cloaths were of rusty brown, much wrinkled, and with more than one Button missing.",HPL
id09889,It was late in autumn when I quitted the district where I had so long resided.,MWS
id26441,My Day book and Ledger will evince this in a minute.,EAP
id05376,"There was a primness, not to say stiffness, in his carriage a degree of measured, and, if I may so express it, of rectangular precision, attending his every movement, which, observed in a more diminutive figure, would have had the least little savor in the world, of affectation, pomposity or constraint, but which noticed in a gentleman of his undoubted dimensions, was readily placed to the account of reserve, hauteur of a commendable sense, in short, of what is due to the dignity of colossal proportion.",EAP
id16275,"But now I went to it in cold blood, and my heart often sickened at the work of my hands.",MWS
id16357,"My country, my beloved country who but a native can tell the delight I took in again beholding thy streams, thy mountains, and, more than all, thy lovely lake Yet, as I drew nearer home, grief and fear again overcame me.",MWS
id10856,"This circumstance, however, only endeared it to my wife, who, as I have already said, possessed, in a high degree, that humanity of feeling which had once been my distinguishing trait, and the source of many of my simplest and purest pleasures.",EAP
id13289,"It was a secret room, far, far underground; where huge winged daemons carven of basalt and onyx vomited from wide grinning mouths weird green and orange light, and hidden pneumatic pipes ruffled into kaleidoscopic dances of death the lines of red charnel things hand in hand woven in voluminous black hangings.",HPL
id05401,"At length there seemed to pass a violent and sudden shock through my soul, as if of electricity.",EAP
id10650,"Frost would blunt the arrows of pestilence, and enchain the furious elements; and the land would in spring throw off her garment of snow, released from her menace of destruction.",MWS
id05410,"There was a hideous screaming which echoed above even the hill noises and the dogs' barking on the night Wilbur was born, but no known doctor or midwife presided at his coming.",HPL
id19946,"In the excitement of my opium dreams for I was habitually fettered in the shackles of the drug I would call aloud upon her name, during the silence of the night, or among the sheltered recesses of the glens by day, as if, through the wild eagerness, the solemn passion, the consuming ardor of my longing for the departed, I could restore her to the pathway she had abandoned ah, could it be forever?",EAP
id01227,"They seldom addressed each other, shunning explanation, each fearing any communication the other might make.",MWS
id10246,"These reduced me at once to submission, and I am almost ashamed to confess that either through pain or vexation, there came a few tears into my eyes.",EAP
id00410,"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.",MWS
id23241,We have thus this arrangement: the tree;?,EAP
id10929,"The blue eyes of my angelic girl were fixed on this sweet emblem of herself: ""How the light palpitates,"" she said, ""which is that star's life.",MWS
id12934,"I read it, as I had read the other volumes which had fallen into my hands, as a true history.",MWS
id15610,"I was obliged to leave London, and Adrian undertook to watch over him; the task was soon fulfilled; age, grief, and inclement weather, all united to hush his sorrows, and bring repose to his heart, whose beats were agony.",MWS
id12247,"A few moves having been made, no step is certain.",EAP
id07373,"In the darkness every faint noise of the night seemed magnified, and a flood of doubly unpleasant thoughts swept over me.",HPL
id20334,"He felt it was highly necessary to get the ponderous thing home and begin deciphering it, and bore it out of the shop with such precipitate haste that the old Jew chuckled disturbingly behind him.",HPL
id17693,"""Try it by yourselves The man is surely mad but stay how long do you propose to be absent?""",EAP
id10191,"The Great War, through which both of us served as surgeons, had intensified this side of West.",HPL
id25813,"That party, however, could hardly yet be considered a minority in the kingdom, who extolled the ornament of the column, ""the Corinthian capital of polished society;"" they appealed to prejudices without number, to old attachments and young hopes; to the expectation of thousands who might one day become peers; they set up as a scarecrow, the spectre of all that was sordid, mechanic and base in the commercial republics.",MWS